Mod:Item:MetaData, Localized Name
gibby_dungeons:Blizzard Egg, Blizzard Egg
gibby_dungeons:Tornado Egg, Tornado Egg
gibby_dungeons:Void Friend Egg, Void Fiend Egg
gibby_dungeons:Spirit Egg, Spirit Egg
gibby_dungeons:Hermit Egg, Hermit Egg
gibby_dungeons:Warlock Egg, Warlock Egg
gibby_dungeons:Necro Egg, Necro Egg
gibby_dungeons:Ice Mage Egg, Ice Mage Egg
gibby_dungeons:Earth Mage Egg, Earth Mage Egg
gibby_dungeons:Skeleton Knight Egg, Skeleton Knight Egg
gibby_dungeons:Sapient Warrior Egg, Sapient Warrior Egg
gibby_dungeons:Sapient Miner Egg, Sapient Miner Egg
gibby_dungeons:Mount Trader Egg, Mount Trader Egg
gibby_dungeons:Anchor Trader Egg, Anchor trader Egg
gibby_dungeons:Black Knight Egg, Black Knight Egg
gibby_dungeons:Hannibal Egg, Hannibal Egg
gibby_dungeons:Remnant Egg, Remnant Egg
gibby_dungeons:Void Lord Egg, Void Lord Egg
gibby_dungeons:Dark Knight Egg, Dark Knight Egg
gibby_dungeons:Nether Ghost Egg, Nether Ghost Egg
gibby_dungeons:Nether Soul Egg, Nether Soul  Egg
gibby_dungeons:Nether Pigman Egg, Nether Pigman Egg
gibby_dungeons:Vampire Egg, Vampire Egg
gibby_dungeons:Lava Troll Egg, Lava Troll Egg
gibby_dungeons:Lava Knight Egg, Lava Knight Egg
gibby_dungeons:Nether Badgerer Egg, Nether Badgerer Egg
gibby_dungeons:Beholder Egg, Beholder Egg
gibby_dungeons:Fireclops Egg, Fireclops Egg
gibby_dungeons:Crystal Badgerer Egg, Crystal Badgerer Egg
gibby_dungeons:Amethyst Monster Egg, Amethyst Monster Egg
gibby_dungeons:Ghost Wither Egg, Ghost Wither Egg
gibby_dungeons:Tree Villager Egg, Tree Villager Egg
gibby_dungeons:Quarry Master Egg, Quarry Master Egg
gibby_dungeons:Miner Villager Egg, Miner Villager Egg
gibby_dungeons:Talking Villager Egg, Talking Villager Egg
gibby_dungeons:Chain Mummy Egg, Chain Mummy Egg
gibby_dungeons:Eye Warrior Egg, Eye Warrior Egg
gibby_dungeons:Yeti Egg, Yeti Egg
gibby_dungeons:Snow Giant Egg, Snow Giant Egg
gibby_dungeons:Death Bringer Egg, Death Bringer Egg
gibby_dungeons:Dungeon Beast Egg, Dungeon Beast Egg
gibby_dungeons:Desert Dragger Egg, Desert Dragger Egg
gibby_dungeons:Tavern Master Egg, Tavern Master Egg
gibby_dungeons:Tavern Client Egg, Tavern Client Egg
gibby_dungeons:Nether Walker Egg, Nether Walker Egg
gibby_dungeons:Ice Shielder Egg, Ice Shielder Egg
gibby_dungeons:Orc Egg, Orc Egg
gibby_dungeons:Orc Mage Egg, Orc Mage Egg
gibby_dungeons:Orc Defender Egg, Orc Defender Egg
gibby_dungeons:Rock Troll Egg, Rock Troll Egg
gibby_dungeons:Earth Rupturer Egg, Earth Rupturer Egg
gibby_dungeons:Ice Spirit Egg, Ice Spirit Egg
gibby_dungeons:Undefeatable Strenght Egg, Undefeatable Strenght Egg
gibby_dungeons:Undefeatable Resistance Egg, Undefeatable Resistance Egg
gibby_dungeons:Undefeatable Regen Egg, Undefeatable Regen Egg
gibby_dungeons:Sapient Elite Knight Egg, Sapient Elite Knight Egg
gibby_dungeons:Sapient General Egg, Sapient General Egg
gibby_dungeons:Montane Villager Egg, Montane Villager Egg
gibby_dungeons:Montane Trader Egg, Montane Trader Egg
gibby_dungeons:Midnight Shade Egg, Midnight Shade Egg
gibby_dungeons:Sapient Mage Egg, Sapient Mage Egg
gibby_dungeons:Crystal Troll Egg, Crystal Troll Egg
gibby_dungeons:Crystasis Egg, Crystatis Egg
gibby_dungeons:Crystox Egg, Crystox Egg
gibby_dungeons:Exawdus Egg, Exawdus Egg
gibby_dungeons:Crystallium Golem Egg, Crystallium Golem Egg
gibby_dungeons:Midnight Chicken Egg, Midnight Chicken Egg
gibby_dungeons:Midnight Cow Egg, Midnight Cow Egg
gibby_dungeons:Night Mite Egg, Night Mite Egg
gibby_dungeons:Midnight Trader Egg, Midnight Trader Egg
gibby_dungeons:Cave Wraith Egg, Cave Wraith Egg
gibby_dungeons:Firefly Egg, Firefly Egg
gibby_dungeons:Midnight Titan Egg, Midnight Titan Egg
gibby_dungeons:Midnight Magician Egg, Midnight Magician Egg
gibby_dungeons:Dark Ent Egg, Tree Golem Egg
gibby_dungeons:Paladin Egg, Paladin Egg
gibby_dungeons:Nothing Egg, Nothing Egg
architecture utils:Architecture_Items:0, Gravitation Wand (Red)
architecture utils:Architecture_Items:7, Elimination Wand
architecture utils:Architecture_Items:8, Attraction Wand (Red)
architecture utils:Architecture_Items:15, Repulsion Wand (Red)
ArchitectureCraft:sawblade, Circular Saw Blade
ArchitectureCraft:largePulley, Large Pulley
ArchitectureCraft:chisel, Architect's Chisel
ArchitectureCraft:hammer, Architect's Hammer
ArchitectureCraft:cladding, Cladding
armorplusplus:manualbook, Armor++ Manual[WIP]
armorplusplus:chain, Chain
armorplusplus:elementalcore, Elemental Core
armorplusplus:crystal, Crystal
armorplusplus:aircrystal, Air Crystal
armorplusplus:earthcrystal, Earth Crystal
armorplusplus:lavacrystal, Lava Crystal
armorplusplus:watercrystal, Water Crystal
armorplusplus:creativehelmet, Creative Helmet
armorplusplus:creativechestplate, Creative Chestplate
armorplusplus:creativeleggings, Creative Leggings
armorplusplus:creativeboots, Creative Boots
armorplusplus:creativesword, Creative Sword
armorplusplus:ultronium, Ultronium
armorplusplus:ultroniumhelmet, Ultronium Helmet
armorplusplus:ultroniumchestplate, Ultronium Chestplate
armorplusplus:ultroniumleggings, Ultronium Leggings
armorplusplus:ultroniumboots, Ultronium Boots
armorplusplus:ultroniumpickaxe, Ultronium Pickaxe
armorplusplus:ultroniumaxe, Ultronium Axe
armorplusplus:ultroniumspade, Ultronium Shovel
armorplusplus:ultroniumhoe, Ultronium Hoe
armorplusplus:ultroniumsword, Ultronium Sword
armorplusplus:obsidianhelmet, Obsidian Helmet
armorplusplus:obsidianchestplate, Obsidian Chestplate
armorplusplus:obsidianleggings, Obsidian Leggings
armorplusplus:obsidianboots, Obsidian Boots
armorplusplus:obsidiansword, Obsidian Sword
armorplusplus:woodhelmet, Wooden Helmet
armorplusplus:woodchestplate, Wooden Chestplate
armorplusplus:woodleggings, Wooden Leggings
armorplusplus:woodboots, Wooden Boots
armorplusplus:woodsword, Advanced Wooden Sword
armorplusplus:stonehelmet, Stone Helmet
armorplusplus:stonechestplate, Stone Chestplate
armorplusplus:stoneleggings, Stone Leggings
armorplusplus:stoneboots, Stone Boots
armorplusplus:stonesword, Advanced Stone Sword
armorplusplus:paperhelmet, Paper Helmet
armorplusplus:paperchestplate, Paper Chestplate
armorplusplus:paperleggings, Paper Leggings
armorplusplus:paperboots, Paper Boots
armorplusplus:papersword, Paper Sword
armorplusplus:glasshelmet, Glass Helmet
armorplusplus:glasschestplate, Glass Chestplate
armorplusplus:glassleggings, Glass Leggings
armorplusplus:glassboots, Glass Boots
armorplusplus:glasssword, Glass Sword
armorplusplus:lavahelmet, Lava Helmet
armorplusplus:lavachestplate, Lava Chestplate
armorplusplus:lavaleggings, Lava Leggings
armorplusplus:lavaboots, Lava Boots
armorplusplus:lavasword, Lava Sword
armorplusplus:waterhelmet, Water Helmet
armorplusplus:waterchestplate, Water Chestplate
armorplusplus:waterleggings, Water Leggings
armorplusplus:waterboots, Water Boots
armorplusplus:watersword, Water Sword
armorplusplus:airhelmet, Air Helmet
armorplusplus:airchestplate, Air Chestplate
armorplusplus:airleggings, Air Leggings
armorplusplus:airboots, Air Boots
armorplusplus:airsword, Air Sword
armorplusplus:earthhelmet, Earth Helmet
armorplusplus:earthchestplate, Earth Chestplate
armorplusplus:earthleggings, Earth Leggings
armorplusplus:earthboots, Earth Boots
armorplusplus:earthsword, Earth Sword
armorplusplus:emeraldhelmet, Emerald Helmet
armorplusplus:emeraldchestplate, Emerald Chestplate
armorplusplus:emeraldleggings, Emerald Leggings
armorplusplus:emeraldboots, Emerald Boots
armorplusplus:emeraldsword, Emerald Sword
Aroma1997sDimension:portalIgniter, Mining Multitool
Aroma1997sDimension:dimensionChanger, DimensionChanger
wizardry:magic_crystal, Magic Crystal
wizardry:magic_wand, Magic Wand
wizardry:apprentice_wand, Apprentice Wand
wizardry:advanced_wand, Advanced Wand
wizardry:master_wand, Master Wand
wizardry:spell_book:1, Spell Book
wizardry:spell_book:2, Spell Book
wizardry:spell_book:3, Spell Book
wizardry:spell_book:4, Spell Book
wizardry:spell_book:5, Spell Book
wizardry:spell_book:6, Spell Book
wizardry:spell_book:7, Spell Book
wizardry:spell_book:8, Spell Book
wizardry:spell_book:9, Spell Book
wizardry:spell_book:10, Spell Book
wizardry:spell_book:11, Spell Book
wizardry:spell_book:12, Spell Book
wizardry:spell_book:13, Spell Book
wizardry:spell_book:14, Spell Book
wizardry:spell_book:15, Spell Book
wizardry:spell_book:16, Spell Book
wizardry:spell_book:17, Spell Book
wizardry:spell_book:18, Spell Book
wizardry:spell_book:19, Spell Book
wizardry:spell_book:20, Spell Book
wizardry:spell_book:21, Spell Book
wizardry:spell_book:22, Spell Book
wizardry:spell_book:23, Spell Book
wizardry:spell_book:24, Spell Book
wizardry:spell_book:25, Spell Book
wizardry:spell_book:26, Spell Book
wizardry:spell_book:27, Spell Book
wizardry:spell_book:28, Spell Book
wizardry:spell_book:29, Spell Book
wizardry:spell_book:30, Spell Book
wizardry:spell_book:31, Spell Book
wizardry:spell_book:32, Spell Book
wizardry:spell_book:33, Spell Book
wizardry:spell_book:34, Spell Book
wizardry:spell_book:35, Spell Book
wizardry:spell_book:36, Spell Book
wizardry:spell_book:37, Spell Book
wizardry:spell_book:38, Spell Book
wizardry:spell_book:39, Spell Book
wizardry:spell_book:40, Spell Book
wizardry:spell_book:41, Spell Book
wizardry:spell_book:42, Spell Book
wizardry:spell_book:43, Spell Book
wizardry:spell_book:44, Spell Book
wizardry:spell_book:45, Spell Book
wizardry:spell_book:46, Spell Book
wizardry:spell_book:47, Spell Book
wizardry:spell_book:48, Spell Book
wizardry:spell_book:49, Spell Book
wizardry:spell_book:50, Spell Book
wizardry:spell_book:51, Spell Book
wizardry:spell_book:52, Spell Book
wizardry:spell_book:53, Spell Book
wizardry:spell_book:54, Spell Book
wizardry:spell_book:55, Spell Book
wizardry:spell_book:56, Spell Book
wizardry:spell_book:57, Spell Book
wizardry:spell_book:58, Spell Book
wizardry:spell_book:59, Spell Book
wizardry:spell_book:60, Spell Book
wizardry:spell_book:61, Spell Book
wizardry:spell_book:62, Spell Book
wizardry:spell_book:63, Spell Book
wizardry:spell_book:64, Spell Book
wizardry:spell_book:65, Spell Book
wizardry:spell_book:66, Spell Book
wizardry:spell_book:67, Spell Book
wizardry:spell_book:68, Spell Book
wizardry:spell_book:69, Spell Book
wizardry:spell_book:70, Spell Book
wizardry:spell_book:71, Spell Book
wizardry:spell_book:72, Spell Book
wizardry:spell_book:73, Spell Book
wizardry:spell_book:74, Spell Book
wizardry:spell_book:75, Spell Book
wizardry:spell_book:76, Spell Book
wizardry:spell_book:77, Spell Book
wizardry:spell_book:78, Spell Book
wizardry:spell_book:79, Spell Book
wizardry:spell_book:80, Spell Book
wizardry:spell_book:81, Spell Book
wizardry:spell_book:82, Spell Book
wizardry:spell_book:83, Spell Book
wizardry:spell_book:84, Spell Book
wizardry:spell_book:85, Spell Book
wizardry:spell_book:86, Spell Book
wizardry:spell_book:87, Spell Book
wizardry:spell_book:88, Spell Book
wizardry:spell_book:89, Spell Book
wizardry:spell_book:90, Spell Book
wizardry:spell_book:91, Spell Book
wizardry:spell_book:92, Spell Book
wizardry:spell_book:93, Spell Book
wizardry:spell_book:94, Spell Book
wizardry:spell_book:95, Spell Book
wizardry:spell_book:96, Spell Book
wizardry:spell_book:97, Spell Book
wizardry:spell_book:98, Spell Book
wizardry:spell_book:99, Spell Book
wizardry:spell_book:100, Spell Book
wizardry:spell_book:101, Spell Book
wizardry:spell_book:102, Spell Book
wizardry:spell_book:103, Spell Book
wizardry:spell_book:104, Spell Book
wizardry:spell_book:105, Spell Book
wizardry:spell_book:106, Spell Book
wizardry:spell_book:107, Spell Book
wizardry:spell_book:108, Spell Book
wizardry:spell_book:109, Spell Book
wizardry:spell_book:110, Spell Book
wizardry:spell_book:111, Spell Book
wizardry:spell_book:112, Spell Book
wizardry:spell_book:113, Spell Book
wizardry:spell_book:114, Spell Book
wizardry:spell_book:115, Spell Book
wizardry:spell_book:116, Spell Book
wizardry:spell_book:117, Spell Book
wizardry:spell_book:118, Spell Book
wizardry:spell_book:119, Spell Book
wizardry:spell_book:120, Spell Book
wizardry:spell_book:121, Spell Book
wizardry:spell_book:122, Spell Book
wizardry:spell_book:123, Spell Book
wizardry:spell_book:124, Spell Book
wizardry:spell_book:125, Spell Book
wizardry:spell_book:126, Spell Book
wizardry:spell_book:127, Spell Book
wizardry:spell_book:128, Spell Book
wizardry:spell_book:129, Spell Book
wizardry:spell_book:130, Spell Book
wizardry:spell_book:131, Spell Book
wizardry:spell_book:132, Spell Book
wizardry:spell_book:133, Spell Book
wizardry:spell_book:134, Spell Book
wizardry:spell_book:135, Spell Book
wizardry:spell_book:136, Spell Book
wizardry:spell_book:137, Spell Book
wizardry:spell_book:138, Spell Book
wizardry:spell_book:139, Spell Book
wizardry:spell_book:140, Spell Book
wizardry:spell_book:141, Spell Book
wizardry:spell_book:142, Spell Book
wizardry:spell_book:143, Spell Book
wizardry:spell_book:144, Spell Book
wizardry:arcane_tome:1, Tome of Arcana
wizardry:arcane_tome:2, Tome of Arcana
wizardry:arcane_tome:3, Tome of Arcana
wizardry:wizard_handbook, The Wizard's Handbook
wizardry:basic_fire_wand, Wand of Embers
wizardry:basic_ice_wand, Wand of Frost
wizardry:basic_lightning_wand, Wand of Sparks
wizardry:basic_necromancy_wand, Wand of Shadows
wizardry:basic_earth_wand, Wand of the Forest
wizardry:basic_sorcery_wand, Wand of Mystery
wizardry:basic_healing_wand, Wand of Healing
wizardry:apprentice_fire_wand, Apprentice Pyromancer Wand
wizardry:apprentice_ice_wand, Apprentice Ice Mage Wand
wizardry:apprentice_lightning_wand, Apprentice Storm Mage Wand
wizardry:apprentice_necromancy_wand, Apprentice Necromancer Wand
wizardry:apprentice_earth_wand, Apprentice Earth Mage Wand
wizardry:apprentice_sorcery_wand, Apprentice Sorcerer Wand
wizardry:apprentice_healing_wand, Apprentice Healer Wand
wizardry:advanced_fire_wand, Wand of the Pyromancer
wizardry:advanced_ice_wand, Wand of the Ice Mage
wizardry:advanced_lightning_wand, Wand of the Storm Mage
wizardry:advanced_necromancy_wand, Wand of the Necromancer
wizardry:advanced_earth_wand, Wand of the Earth Mage
wizardry:advanced_sorcery_wand, Wand of the Sorcerer
wizardry:advanced_healing_wand, Wand of the Healer
wizardry:master_fire_wand, Master Pyromancer Wand
wizardry:master_ice_wand, Master Ice Mage Wand
wizardry:master_lightning_wand, Master Storm Mage Wand
wizardry:master_necromancy_wand, Master Necromancer Wand
wizardry:master_earth_wand, Master Earth Mage Wand
wizardry:master_sorcery_wand, Master Sorcerer Wand
wizardry:master_healing_wand, Master Healer Wand
wizardry:spectral_sword, Spectral Sword
wizardry:spectral_pickaxe, Spectral Pickaxe
wizardry:spectral_bow, Spectral Bow
wizardry:mana_flask, Mana Flask
wizardry:storage_upgrade, Wand Storage Upgrade
wizardry:siphon_upgrade, Wand Siphon Upgrade
wizardry:condenser_upgrade, Wand Condenser Upgrade
wizardry:range_upgrade, Wand Range Upgrade
wizardry:duration_upgrade, Wand Duration Upgrade
wizardry:cooldown_upgrade, Wand Cooldown Upgrade
wizardry:blast_upgrade, Wand Blast Upgrade
wizardry:attunement_upgrade, Wand Attunement Upgrade
wizardry:flaming_axe, Flaming Axe
wizardry:frost_axe, Frost Axe
wizardry:firebomb, Firebomb
wizardry:poison_bomb, Poison Bomb
wizardry:blank_scroll, Blank Scroll
wizardry:scroll:1, Scroll
wizardry:scroll:2, Scroll
wizardry:scroll:3, Scroll
wizardry:scroll:4, Scroll
wizardry:scroll:5, Scroll
wizardry:scroll:6, Scroll
wizardry:scroll:7, Scroll
wizardry:scroll:8, Scroll
wizardry:scroll:9, Scroll
wizardry:scroll:10, Scroll
wizardry:scroll:11, Scroll
wizardry:scroll:12, Scroll
wizardry:scroll:13, Scroll
wizardry:scroll:15, Scroll
wizardry:scroll:16, Scroll
wizardry:scroll:17, Scroll
wizardry:scroll:19, Scroll
wizardry:scroll:20, Scroll
wizardry:scroll:21, Scroll
wizardry:scroll:22, Scroll
wizardry:scroll:24, Scroll
wizardry:scroll:25, Scroll
wizardry:scroll:26, Scroll
wizardry:scroll:27, Scroll
wizardry:scroll:29, Scroll
wizardry:scroll:30, Scroll
wizardry:scroll:31, Scroll
wizardry:scroll:32, Scroll
wizardry:scroll:33, Scroll
wizardry:scroll:34, Scroll
wizardry:scroll:35, Scroll
wizardry:scroll:36, Scroll
wizardry:scroll:37, Scroll
wizardry:scroll:38, Scroll
wizardry:scroll:39, Scroll
wizardry:scroll:40, Scroll
wizardry:scroll:41, Scroll
wizardry:scroll:42, Scroll
wizardry:scroll:43, Scroll
wizardry:scroll:45, Scroll
wizardry:scroll:46, Scroll
wizardry:scroll:47, Scroll
wizardry:scroll:48, Scroll
wizardry:scroll:49, Scroll
wizardry:scroll:50, Scroll
wizardry:scroll:51, Scroll
wizardry:scroll:52, Scroll
wizardry:scroll:53, Scroll
wizardry:scroll:54, Scroll
wizardry:scroll:55, Scroll
wizardry:scroll:56, Scroll
wizardry:scroll:57, Scroll
wizardry:scroll:58, Scroll
wizardry:scroll:59, Scroll
wizardry:scroll:60, Scroll
wizardry:scroll:61, Scroll
wizardry:scroll:62, Scroll
wizardry:scroll:63, Scroll
wizardry:scroll:64, Scroll
wizardry:scroll:65, Scroll
wizardry:scroll:66, Scroll
wizardry:scroll:67, Scroll
wizardry:scroll:68, Scroll
wizardry:scroll:69, Scroll
wizardry:scroll:71, Scroll
wizardry:scroll:72, Scroll
wizardry:scroll:73, Scroll
wizardry:scroll:75, Scroll
wizardry:scroll:76, Scroll
wizardry:scroll:77, Scroll
wizardry:scroll:78, Scroll
wizardry:scroll:79, Scroll
wizardry:scroll:81, Scroll
wizardry:scroll:82, Scroll
wizardry:scroll:83, Scroll
wizardry:scroll:84, Scroll
wizardry:scroll:85, Scroll
wizardry:scroll:86, Scroll
wizardry:scroll:87, Scroll
wizardry:scroll:88, Scroll
wizardry:scroll:89, Scroll
wizardry:scroll:90, Scroll
wizardry:scroll:91, Scroll
wizardry:scroll:93, Scroll
wizardry:scroll:94, Scroll
wizardry:scroll:96, Scroll
wizardry:scroll:97, Scroll
wizardry:scroll:98, Scroll
wizardry:scroll:99, Scroll
wizardry:scroll:100, Scroll
wizardry:scroll:101, Scroll
wizardry:scroll:102, Scroll
wizardry:scroll:104, Scroll
wizardry:scroll:105, Scroll
wizardry:scroll:106, Scroll
wizardry:scroll:107, Scroll
wizardry:scroll:108, Scroll
wizardry:scroll:109, Scroll
wizardry:scroll:110, Scroll
wizardry:scroll:111, Scroll
wizardry:scroll:112, Scroll
wizardry:scroll:113, Scroll
wizardry:scroll:114, Scroll
wizardry:scroll:115, Scroll
wizardry:scroll:116, Scroll
wizardry:scroll:117, Scroll
wizardry:scroll:118, Scroll
wizardry:scroll:119, Scroll
wizardry:scroll:120, Scroll
wizardry:scroll:121, Scroll
wizardry:scroll:122, Scroll
wizardry:scroll:123, Scroll
wizardry:scroll:124, Scroll
wizardry:scroll:125, Scroll
wizardry:scroll:126, Scroll
wizardry:scroll:127, Scroll
wizardry:scroll:128, Scroll
wizardry:scroll:129, Scroll
wizardry:scroll:130, Scroll
wizardry:scroll:131, Scroll
wizardry:scroll:132, Scroll
wizardry:scroll:133, Scroll
wizardry:scroll:134, Scroll
wizardry:scroll:135, Scroll
wizardry:scroll:136, Scroll
wizardry:scroll:138, Scroll
wizardry:scroll:139, Scroll
wizardry:scroll:140, Scroll
wizardry:scroll:141, Scroll
wizardry:scroll:142, Scroll
wizardry:scroll:143, Scroll
wizardry:scroll:144, Scroll
wizardry:armour_upgrade, Arcane Seal of Protection
wizardry:magic_silk, Magical Silk
wizardry:wizard_hat, Wizard Hat
wizardry:wizard_robe, Wizard Robes
wizardry:wizard_leggings, Wizard Leggings
wizardry:wizard_boots, Wizard Boots
wizardry:wizard_hat_fire, Pyromancer Hat
wizardry:wizard_robe_fire, Pyromancer Robes
wizardry:wizard_leggings_fire, Pyromancer Leggings
wizardry:wizard_boots_fire, Pyromancer Boots
wizardry:wizard_hat_ice, Ice Mage Hat
wizardry:wizard_robe_ice, Ice Mage Robes
wizardry:wizard_leggings_ice, Ice Mage Leggings
wizardry:wizard_boots_ice, Ice Mage Boots
wizardry:wizard_hat_lightning, Storm Mage Hat
wizardry:wizard_robe_lightning, Storm Mage Robes
wizardry:wizard_leggings_lightning, Storm Mage Leggings
wizardry:wizard_boots_lightning, Storm Mage Boots
wizardry:wizard_hat_necromancy, Necromancer Hat
wizardry:wizard_robe_necromancy, Necromancer Robes
wizardry:wizard_leggings_necromancy, Necromancer Leggings
wizardry:wizard_boots_necromancy, Necromancer Boots
wizardry:wizard_hat_earth, Earth Mage Hat
wizardry:wizard_robe_earth, Earth Mage Robes
wizardry:wizard_leggings_earth, Earth Mage Leggings
wizardry:wizard_boots_earth, Earth Mage Boots
wizardry:wizard_hat_sorcery, Sorcerer Hat
wizardry:wizard_robe_sorcery, Sorcerer Robes
wizardry:wizard_leggings_sorcery, Sorcerer Leggings
wizardry:wizard_boots_sorcery, Sorcerer Boots
wizardry:wizard_hat_healing, Healer Hat
wizardry:wizard_robe_healing, Healer Robes
wizardry:wizard_leggings_healing, Healer Leggings
wizardry:wizard_boots_healing, Healer Boots
wizardry:spawn_wizard:0, Spawn Wizard
wizardry:spawn_wizard:1, Spawn Evil Wizard
wizardry:spectral_helmet, Spectral Helmet
wizardry:spectral_chestplate, Spectral Chestplate
wizardry:spectral_leggings, Spectral Leggings
wizardry:spectral_boots, Spectral Boots
wizardry:smoke_bomb, Smoke Bomb
wizardry:identification_scroll, Scroll of Identification
ashenwheat:ashSeeds, Ashenwheat Seeds
ashenwheat:ashWheatSheaf, Ashenwheat Sheaf
ashenwheat:ashBread, Ashenwheat Bread
ashenwheat:ashCookie, Ashenwheat Cookie
ashenwheat:scintillaSeeds, Scintillawheat Seeds
ashenwheat:scintillaWheatSheaf, Scintillawheat Sheaf
ashenwheat:scintillaBread, Scintillawheat Bread
ashenwheat:scintillaCookie, Scintillawheat Cookie
ashenwheat:scintillatingAsh, Scintillating Ash
ashenwheat:ossidSeeds, Ossidroot Seeds
ashenwheat:calcifiedAsh, Calcified Ash
ashenwheat:thunderSeeds, Thundergrass Seeds
ashenwheat:unstableSoot, Unstable Soot
astikoor:cargocart, Cart
astikoor:wheel, Wheel
astikoor:plowcart, Plow
ateliercanvas:random_painting, Mysterious Painting
attainedDrops:plantSeed, Mob Drop Plant Seed
atum:item.scarab, Scarab
atum:item.loot:1, Dirty Idol
atum:item.loot:2, Silver Idol
atum:item.loot:4, Golden Idol
atum:item.loot:6, Sapphire Idol
atum:item.loot:8, Ruby Idol
atum:item.loot:10, Emerald Idol
atum:item.loot:12, Diamond Idol
atum:item.loot:33, Dirty Necklace
atum:item.loot:34, Silver Necklace
atum:item.loot:36, Gold Necklace
atum:item.loot:38, Sapphire Necklace
atum:item.loot:40, Ruby Necklace
atum:item.loot:42, Emerald Necklace
atum:item.loot:44, Diamond Necklace
atum:item.loot:65, Dirty Ring
atum:item.loot:66, Silver Ring
atum:item.loot:68, Gold Ring
atum:item.loot:70, Sapphire Ring
atum:item.loot:72, Ruby Ring
atum:item.loot:74, Emerald Ring
atum:item.loot:76, Diamond Ring
atum:item.loot:97, Dirty Broach
atum:item.loot:98, Silver Broach
atum:item.loot:100, Golden Broach
atum:item.loot:102, Sapphire Broach
atum:item.loot:104, Ruby Broach
atum:item.loot:106, Emerald Broach
atum:item.loot:108, Diamond Broach
atum:item.loot:129, Dirty Scepter
atum:item.loot:130, Silver Scepter
atum:item.loot:132, Golden Scepter
atum:item.loot:134, Sapphire Scepter
atum:item.loot:136, Ruby Scepter
atum:item.loot:138, Emerald Scepter
atum:item.loot:140, Diamond Scepter
atum:item.date, Date
atum:item.scimitar, Scimitar
atum:item.greatsword, Greatsword
atum:item.scepter, Scepter
atum:item.stoneSoldierSword, Stone Soldier Sword
atum:item.bow, Shortbow
atum:item.ptahsDecadence, Ptahs' Decadence
atum:item.soteksRage, Soteks' Rage
atum:item.osirisWill, Osiris' Will
atum:item.akersToil, Akers' Toil
atum:item.gebsBlessing, Gebs' Blessing
atum:item.atensFury, Atens' Fury
atum:item.rasGlory, Ras' Glory
atum:item.sekhmetsWrath, Sekhmets' Wrath
atum:item.nutsAgility, Nuts' Agility
atum:item.horusFlight, Horus' Flight
atum:item.monthusStrike, Monthus' Strike
atum:item.anhursMight, Anhurs' Might
atum:item.hedetetsSting, Hedetets' Sting
atum:item.horusSoaring, Horus' Soaring
atum:item.shusBreath, Shus' Breath
atum:item.ptahsDestruction, Ptahs' Destruction
atum:item.monthusBlast, Monthus' Blast
atum:item.nusFlux, Nus' Flux
atum:item.mnevisHorns, Mnevis' Horns
atum:item.isisEmbrace, Isis' Embrace
atum:item.maatsBalance, Maats' Balance
atum:item.hedetetsVenom, Hedetets' Venom
atum:item.gebsSolidarity, Gebs' Solidarity
atum:item.nutsCall, Nuts' Call
atum:item.anuketsBounty, Anukets' Bounty
atum:item.mafdetsQuickness, Mafdets' Quickness
atum:item.isisHealing, Isis' Healing
atum:item.amunetsHomecoming, Amunets' Homecoming
atum:item.anubisMercy, Anubis's Mercy
atum:item.limestoneShovel, Limestone Shovel
atum:item.limestonePickaxe, Limestone Pickaxe
atum:item.limestoneAxe, Limestone Axe
atum:item.limestoneSword, Limestone Sword
atum:item.limestoneHoe, Limestone Hoe
atum:item.mummyHelmet, Mummy Helmet
atum:item.mummyChest, Mummy Chestplate
atum:item.mummyLegs, Mummy Leggings
atum:item.mummyBoots, Mummy Boots
atum:item.wandererHelmet, Wanderer Helmet
atum:item.wandererChest, Wanderer Chestplate
atum:item.wandererLegs, Wanderer Leggings
atum:item.wandererBoots, Wanderer Boots
atum:item.desertHelmet, Desert Helmet
atum:item.desertChest, Desert Chestplate
atum:item.desertLegs, Desert Leggings
atum:item.desertBoots, Desert Boots
atum:item.papyrusPlant, Papyrus
atum:item.ectoplasm, Ectoplasm
atum:item.stoneChunk, Stone Chunk
atum:item.clothScrap, Cloth Scrap
atum:item.scroll, Scroll
atum:item.wolfPelt, Wolf Pelt
atum:item.linen, Linen
atum:item.flax, Flax
atum:item.flaxSeeds, Flax Seed
atum:item.fish:0, Forsaken Fish
atum:item.fish:1, Mummified Fish
atum:item.fish:2, Jeweled Fish
atum:item.fish:3, Skeletal Fish
atum:item.neithsAudacity, Neiths Audacity
AutomatedRedstone:item.circuitPlan, item.circuitPlan.name
AutoUtils:watcher:0, Redstone Watcher
Avaritia:Resource:0, Diamond Lattice
Avaritia:Resource:1, Crystal Matrix Ingot
Avaritia:Resource:2, Pile of Cosmic Neutrons
Avaritia:Resource:3, Cosmic Neutronium Nugget
Avaritia:Resource:4, Cosmic Neutronium Ingot
Avaritia:Resource:5, Infinity Catalyst
Avaritia:Resource:6, Infinity Ingot
Avaritia:Resource:7, Record Fragment
Avaritia:Resource:8, Star Fuel
Avaritia:Resource:9, Neutronium Gear
Avaritia:Singularity:0, Iron Singularity
Avaritia:Singularity:1, Golden Singularity
Avaritia:Singularity:2, Lapis Singularity
Avaritia:Singularity:3, Redstone Singularity
